Title,Company,Location,Job_type,Job_url,Salary,Work Location,Date Posted,Current Date,Job_id
Sr. Research Associate,TALENT Software Services,"Seattle, WA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3Q3N56WFQVW2RP8W99,$35.00 - $45.00/Hour,On-site,2024-01-29,2024-01-31,J3Q3N56WFQVW2RP8W99
Sr. Research Associate,TALENT Software Services,"Seattle, WA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3N78Z5VKTCW7L448WF,,On-site,2024-01-29,2024-01-31,J3N78Z5VKTCW7L448WF
Data Scientist,TALENT Software Services,"Redmond, WA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3P3HC73W5NM3PRT7JD,,On-site,2024-01-22,2024-01-31,J3P3HC73W5NM3PRT7JD
Chemist,"Integrated Resources, Inc","Lansdale, PA (Onsite)",Contractor,https://www.careerbuilder.com/job/J2P4KW67W30NXJ91JHP,$35.00/Hour,On-site,2024-01-29,2024-01-31,J2P4KW67W30NXJ91JHP
Scientist - III,"Integrated Resources, Inc","Rahway, NJ (Onsite)",Contractor,https://www.careerbuilder.com/job/J2P6FB63MPN7KVQCKNW,,On-site,2024-01-25,2024-01-31,J2P6FB63MPN7KVQCKNW
Scientist - II,"Integrated Resources, Inc","Rahway, NJ (Onsite)",Contractor,https://www.careerbuilder.com/job/JCM5K66WT6L05C70Y2H,"$68,640 - $71,864/Year",On-site,2024-01-24,2024-01-31,JCM5K66WT6L05C70Y2H
Quality Control Laboratory Technician,Hired by Matrix,"Christiana, DE (Onsite)",Contractor,https://www.careerbuilder.com/job/J3Q6DR632TJ0CSCBYRX,$27.00 - $30.00/Hour,On-site,2024-01-29,2024-01-31,J3Q6DR632TJ0CSCBYRX
Quality Control Laboratory Technician,Hired by Matrix,"Christiana, DE (Onsite)",Contractor,https://www.careerbuilder.com/job/J3P85Z6BLG7BDB4S2F7,$27.00 - $30.00/Hour,On-site,2024-01-29,2024-01-31,J3P85Z6BLG7BDB4S2F7
Associate Scientist / Mammalian Cell Culture / Pharma Industry,Pioneer Data Systems Inc,"Boulder, CO (Onsite)",Contractor,https://www.careerbuilder.com/job/JD804G5YV3V9YQ0JPWD,,On-site,2024-01-25,2024-01-31,JD804G5YV3V9YQ0JPWD
"Analytical Scientist (HPLC, UV Spectroscopy) / Pharma Industry",Pioneer Data Systems Inc,"Peapack, NJ (Onsite)",Contractor,https://www.careerbuilder.com/job/J330YH6NQJTBKN1HNY9,,On-site,2024-01-25,2024-01-31,J330YH6NQJTBKN1HNY9
Chemistry Lab Operations Scientist II / Pharma Industry,Pioneer Data Systems Inc,"Malvern, PA (Onsite)",Contractor,https://www.careerbuilder.com/job/J2Z0W06T4RYM3VW0XQ5,,On-site,2024-01-12,2024-01-31,J2Z0W06T4RYM3VW0XQ5
Lead Data Bricks Engineer,Trinity Technology Solutions,"New York, NY (Onsite)",Contractor,https://www.careerbuilder.com/job/J4R0V372SJHS245WSRV,,On-site,2024-01-22,2024-01-31,J4R0V372SJHS245WSRV
Lead Data Bricks Engineer,Trinity Technology Solutions,"Woodbridge Township, NJ (Onsite)",Contractor,https://www.careerbuilder.com/job/J2P6MN6CRD0NYY27WGC,,On-site,2024-01-22,2024-01-31,J2P6MN6CRD0NYY27WGC
Lead Data Bricks Engineer,Trinity Technology Solutions,"Woodbridge Township, NJ (Onsite)",Contractor,https://www.careerbuilder.com/job/J3P3Y96VYBWRV4FH3GS,,On-site,2024-01-22,2024-01-31,J3P3Y96VYBWRV4FH3GS
Associate Scientist I,Spectraforce Technologies Inc,"North Chicago, IL (Onsite)",Contractor,https://www.careerbuilder.com/job/J2P88X6V72ZLN26W9GS,$25.00 - $26.00/Hour,On-site,2024-01-21,2024-01-31,J2P88X6V72ZLN26W9GS
Research Associate,Spectraforce Technologies Inc,"Westborough, MA (Onsite)",Contractor,https://www.careerbuilder.com/job/JD92KZ5VNLRMBQR56G5,$33.00 - $35.00/Hour,On-site,2024-01-20,2024-01-31,JD92KZ5VNLRMBQR56G5
Scientist II,Spectraforce Technologies Inc,"Ridgefield, CT (Onsite)",Contractor,https://www.careerbuilder.com/job/J2N6D963TWKZDWTNVPY,$38.00 - $40.00/Hour,On-site,2024-01-20,2024-01-31,J2N6D963TWKZDWTNVPY
Assistant Scientist,Yoh,"New Brunswick, NJ (Onsite)",Contractor,https://www.careerbuilder.com/job/J3W3FC69H404466H3RZ,,On-site,2024-01-19,2024-01-31,J3W3FC69H404466H3RZ
Scientist II - Cell/PCR and Sample Prep,Yoh,"Austin, TX (Onsite)",Contractor,https://www.careerbuilder.com/job/J3V3Z26L9479MWGMWFC,$30.00 - $35.00/Hour,On-site,2024-01-19,2024-01-31,J3V3Z26L9479MWGMWFC
Principal Stability Scientist,Yoh,"Devens, MA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3P4HZ73FP9B0NPHV3L,$70.00 - $79.00/Hour,On-site,2024-01-18,2024-01-31,J3P4HZ73FP9B0NPHV3L
Assistant Scientist,Innova Solutions,"Highland Park, NJ (Onsite)",Contractor,https://www.careerbuilder.com/job/J3Q1HP68ZQ112KR8QL2,,On-site,2024-01-19,2024-01-31,J3Q1HP68ZQ112KR8QL2
Stability Scientist,Innova Solutions,"Acton, MA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3R12J6FDRBCV1VZ7YF,,On-site,2024-01-18,2024-01-31,J3R12J6FDRBCV1VZ7YF
Laboratory Technician,Rose International,"Chesterfield, MO (Onsite)",Contractor,https://www.careerbuilder.com/job/JDD3YW5VMDL54SK1P52,$20.50/Hour,On-site,2024-01-18,2024-01-31,JDD3YW5VMDL54SK1P52
Quality Control Lab Tech,Rose International,"Newark, DE (Onsite)",Contractor,https://www.careerbuilder.com/job/JDD66D6MSXKLDWBVF6Y,$27.00 - $30.00/Hour,On-site,2024-01-17,2024-01-31,JDD66D6MSXKLDWBVF6Y
Manufacturing Engineer,Nesco Resource,"Archbald, PA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3R2JD797SVR5C03T53,$43.50/Hour,On-site,2024-01-16,2024-01-31,J3R2JD797SVR5C03T53
"Scientist (I, II, Sr.)",Nesco Resource,"Pleasanton, CA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3M7646HVB2Q76YXWFX,$30.00 - $53.00/Hour,On-site,2024-01-15,2024-01-31,J3M7646HVB2Q76YXWFX
Bioinformatics Scientist,"Pyramid Consulting, Inc","Cambridge, MA (Onsite)",Contractor,https://www.careerbuilder.com/job/J2V3SP6FJPF3WQ05T7K,$65.00 - $75.00/Hour,On-site,2024-01-16,2024-01-31,J2V3SP6FJPF3WQ05T7K
Associate Research Scientist,"Pyramid Consulting, Inc","Brisbane, CA (Onsite)",Contractor,https://www.careerbuilder.com/job/J2V7BN6M1DKW91TQPMQ,$48.00 - $52.45/Hour,On-site,2024-01-16,2024-01-31,J2V7BN6M1DKW91TQPMQ
Research Scientist,Lancesoft Inc.,"Trenton, NJ (Onsite)",Contractor,https://www.careerbuilder.com/job/JCM1B471KHYXKLVT32T,$30.00 - $45.00/Hour,On-site,2024-01-11,2024-01-31,JCM1B471KHYXKLVT32T
Laboratory Technician (Life Sciences),Lancesoft Inc.,"Blair, NE (Onsite)",Contractor,https://www.careerbuilder.com/job/J2R60Y771Y52N7MFH7B,$20.00 - $25.00/Hour,On-site,2024-01-09,2024-01-31,J2R60Y771Y52N7MFH7B
Machine Engineer/ML Engineer III (US - Contract),Lancesoft Inc.,"Chicago, IL (Onsite)",Contractor,https://www.careerbuilder.com/job/J3P3NC6S2Y0CP6B2P4C,,On-site,2024-01-26,2024-01-31,J3P3NC6S2Y0CP6B2P4C
"Project Manager, ELN Systems","Above and Beyond Talent Acquisition, Inc",USA (Remote),Contractor,https://www.careerbuilder.com/job/J3M7WY6SK4D6FGHMLRZ,,Remote,2024-01-10,2024-01-31,J3M7WY6SK4D6FGHMLRZ
"Project Manager, ELN Systems","Above and Beyond Talent Acquisition, Inc","Work From Home, GA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3V1P06J8LTG2VRPV5X,,On-site,2024-01-10,2024-01-31,J3V1P06J8LTG2VRPV5X
Medical Lab Scientist,Cynet Systems Inc.,"Round Rock, TX (Onsite)",Contractor,https://www.careerbuilder.com/job/J2R6Y466W7NXJYSBVQC,,On-site,2024-01-09,2024-01-31,J2R6Y466W7NXJYSBVQC
Biologist,Cynet Systems Inc.,"Mountain View, CA (Onsite)",Contractor,https://www.careerbuilder.com/job/J306XX76V53BKH4P4HV,,On-site,2024-01-05,2024-01-31,J306XX76V53BKH4P4HV
Medical Lab Scientist,Cynet Systems Inc.,"Madison, NJ (Onsite)",Contractor,https://www.careerbuilder.com/job/J2N1RZ71RLH706MZ2PJ,,On-site,2024-01-04,2024-01-31,J2N1RZ71RLH706MZ2PJ
Research Scientist,Lancesoft Inc.,"Trenton, NJ (Onsite)",Contractor,https://www.careerbuilder.com/job/JCM1B471KHYXKLVT32T,$30.00 - $45.00/Hour,On-site,2024-01-10,2024-01-31,JCM1B471KHYXKLVT32T
Wireless Network Engineer,TEKsystems,"Atlanta, GA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3T1S76DBTGWMV8QZF5,,On-site,2024-01-03,2024-01-31,J3T1S76DBTGWMV8QZF5
IP Network Engineer-Nokia And Juniper Experience Required-100% Remote,TEKsystems,"Phoenix, AZ (Remote)",Contractor,https://www.careerbuilder.com/job/J3R70V79GBXZ145WV13,,Remote,2024-01-02,2024-01-31,J3R70V79GBXZ145WV13
Software Engineer,Yoh,"Sunnyvale, CA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3P3TF71HTLWJQBP1D3,$35.00 - $40.00/Hour,On-site,2024-01-31,2024-01-31,J3P3TF71HTLWJQBP1D3
Wireless Network Engineer,Yoh,"Austin, TX (Onsite)",Contractor,https://www.careerbuilder.com/job/J3M2GM6GY0P5V5DQRZQ,,On-site,2024-01-24,2024-01-31,J3M2GM6GY0P5V5DQRZQ
Software Engineer III  Cloud Computing (30203124),Yoh,"Seattle, WA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3S2QV5YCH5R2D6XHMT,$60.00 - $80.00/Hour,On-site,2024-01-24,2024-01-31,J3S2QV5YCH5R2D6XHMT
Machine Operator,Indotronix International Corporation,"Pueblo, CO (Onsite)",Contractor,https://www.careerbuilder.com/job/JDF5005XKLBS32JT7B1,$20.00 - $21.94/Hour,On-site,2024-01-31,2024-01-31,JDF5005XKLBS32JT7B1
Pressure Testing Technician,Indotronix International Corporation,"Rosharon, TX (Onsite)",Contractor,https://www.careerbuilder.com/job/J2P4WT6ZSJ82K11QQT1,$25.00 - $27.00/Hour,On-site,2024-01-10,2024-01-31,J2P4WT6ZSJ82K11QQT1
Transport Engineer,Indotronix International Corporation,"Irving, TX (Hybrid)",Contractor,https://www.careerbuilder.com/job/J2W11J63JBZJ2XX3HQS,$40.00 - $45.00/Hour,Hybrid,2024-01-19,2024-01-31,J2W11J63JBZJ2XX3HQS
R&D Technician,Hired by Matrix,"Valhalla, NY (Onsite)",Contractor,https://www.careerbuilder.com/job/J3R1FD70ZG0RS33ZDFX,$25.00 - $28.00/Hour,On-site,2024-01-31,2024-01-31,J3R1FD70ZG0RS33ZDFX
Validation Engineer - (Biotech/Biomedical),Nesco Resource,"Pompano Beach, FL (Onsite)",Contractor,https://www.careerbuilder.com/job/J3V6PY6SXJFH6FP9P6Y,$45.00/Hour,On-site,2024-01-31,2024-01-31,J3V6PY6SXJFH6FP9P6Y
Design Engineer - Creo/Windchill,Nesco Resource,"Grand Prairie, TX (Onsite)",Contractor,https://www.careerbuilder.com/job/J3S8G25YZZZ2CXGKJDB,$84.52/Hour,On-site,2024-01-31,2024-01-31,J3S8G25YZZZ2CXGKJDB
Quality Engineer,Nesco Resource,"Los Angeles, CA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3M61H6L8YKNFFJ8K66,$33.00 - $44.00/Hour,On-site,2024-01-30,2024-01-31,J3M61H6L8YKNFFJ8K66
QA (Automation),Kforce Technology,"New York, NY (Hybrid)",Contractor,https://www.careerbuilder.com/job/J3M2NM701YM8MKSJ8YL,$40.00 - $42.00/Hour,Hybrid,2024-01-31,2024-01-31,J3M2NM701YM8MKSJ8YL
Data Center Technical Operations Engineer I,Kforce Technology,"Plain City, OH (Onsite)",Contractor,https://www.careerbuilder.com/job/J3T6FC6NM3S34RYFHZR,$25.00 - $31.00/Hour,On-site,2024-01-31,2024-01-31,J3T6FC6NM3S34RYFHZR
Senior Software Engineers,Kforce Technology,"Work From Home, FL (Remote)",Contractor,https://www.careerbuilder.com/job/J3M51G76H9B4GVH6B6Z,$68.00 - $90.00/Hour,Remote,2024-01-31,2024-01-31,J3M51G76H9B4GVH6B6Z
Golang Engineer (Contract),Vaco Technology,"Phoenix, AZ (Onsite)",Contractor,https://www.careerbuilder.com/job/J3R8385YG48KWG5SYMK,$60.00 - $65.00/Hour,On-site,2024-01-31,2024-01-31,J3R8385YG48KWG5SYMK
Nashville SQL Data Engineer,Vaco Technology,"Brentwood, TN (Onsite)",Contractor,https://www.careerbuilder.com/job/J3Q39775CD54H2VMXWH,$50.00 - $70.00/Hour,On-site,2024-01-30,2024-01-31,J3Q39775CD54H2VMXWH
Data Engineer | PowerBI Eng,Vaco Technology,"Charlotte, NC (Onsite)",Contractor,https://www.careerbuilder.com/job/J3S0916SZS8Y86Z1L59,"$115,000 - $130,000/Year",On-site,2024-01-21,2024-01-31,J3S0916SZS8Y86Z1L59
Quality Engineer,JobsRUs.com,"Simi Valley, CA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3R3QB6K0FQ9QR2LVHL,,On-site,2024-01-31,2024-01-31,J3R3QB6K0FQ9QR2LVHL
Quality Technician,JobsRUs.com,"Simi Valley, CA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3P6VY77JP9S8TT8NDZ,,On-site,2024-01-25,2024-01-31,J3P6VY77JP9S8TT8NDZ
Quality - Investigator - Quality Assurance (Mid Level),Sunrise System Inc,"Westborough, MA (Onsite)",Contractor,https://www.careerbuilder.com/job/JD66G6656YH5RYSH34Z,,On-site,2024-01-30,2024-01-31,JD66G6656YH5RYSH34Z
Senior Data Protection Engineer,Sunrise System Inc,USA (Remote),Contractor,https://www.careerbuilder.com/job/J2P3626Z8C0WJ88GJMN,,Remote,2024-01-30,2024-01-31,J2P3626Z8C0WJ88GJMN
Security Engineer 4,ConsultNet,"Rockville, MD (Onsite)",Contractor,https://www.careerbuilder.com/job/J3W1QT6MFBV3KF2BQ13,,On-site,2024-01-30,2024-01-31,J3W1QT6MFBV3KF2BQ13
Sr Cloud Security Engineer,ConsultNet,"Rockville, MD (Onsite)",Contractor,https://www.careerbuilder.com/job/J3M7GH5ZZG9XSK7C1DN,,On-site,2024-01-30,2024-01-31,J3M7GH5ZZG9XSK7C1DN
Big Data Engineer,ConsultNet,"Annandale, VA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3Q7VN78HWQD9TC9W40,$0.00 - $70.00/Hour,On-site,2024-01-30,2024-01-31,J3Q7VN78HWQD9TC9W40
Branch Network & Voice Engineer,Rose International,"Birmingham, AL (Onsite)",Contractor,https://www.careerbuilder.com/job/J2N87Z635KJ6JTGF1C8,$60.00 - $78.00/Hour,On-site,2024-01-30,2024-01-31,J2N87Z635KJ6JTGF1C8
Weld Manufacturing Engineer,Rose International,"Waterloo, IA (Onsite)",Contractor,https://www.careerbuilder.com/job/J2Y64P6148SHBSNS0QX,$50.00 - $57.43/Hour,On-site,2024-01-23,2024-01-31,J2Y64P6148SHBSNS0QX
Engineering Technician,Stefanini,"Round Lake, IL (Onsite)",Contractor,https://www.careerbuilder.com/job/J3T1NP6DC9XM4CY04KV,$20.00 - $23.00/Hour,On-site,2024-01-30,2024-01-31,J3T1NP6DC9XM4CY04KV
Automation Test Engineer,Stefanini,"San Francisco, CA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3N7606X60Y2YMBDR1M,$65.00 - $71.00/Hour,On-site,2024-01-30,2024-01-31,J3N7606X60Y2YMBDR1M
Data Engineer,Stefanini,"Richmond, VA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3S3ZS6CNBCRGXS297L,$55.00 - $61.00/Hour,On-site,2024-01-29,2024-01-31,J3S3ZS6CNBCRGXS297L
Hybrid Technology Operations Engineer 29561,Solving IT,"Chicago, IL (Hybrid)",Contractor,https://www.careerbuilder.com/job/J3T1T46S29Z34BSXY06,,Hybrid,2024-01-14,2024-01-31,J3T1T46S29Z34BSXY06
Remote Senior UX Designer 28929,Solving IT,"Chicago, IL (Remote)",Contractor,https://www.careerbuilder.com/job/J3Q2K16MHS3339FFF7Y,,Remote,2024-01-14,2024-01-31,J3Q2K16MHS3339FFF7Y
Manufacturing Engineer (Production),"Software Galaxy Systems, LLC",Hillsboro OR (Onsite),Contractor,https://www.careerbuilder.com/job/J2N60F5ZTDK3QSVYXCY,$50.00 - $52.00/Hour,On-site,2024-01-10,2024-01-31,J2N60F5ZTDK3QSVYXCY
Cloud Architect,Fidelity TalentSource LLC,"Westlake, TX (Onsite)",Contractor,https://www.careerbuilder.com/job/J3W4PS5WC0Z9ZHWQ5F5,,On-site,2024-01-29,2024-01-31,J3W4PS5WC0Z9ZHWQ5F5
Sr. Java Software Engineer,Fidelity TalentSource LLC,"Research Triangle Park, NC (Onsite)",Contractor,https://www.careerbuilder.com/job/J3V2XQ6SY5XTG5479H1,,On-site,2024-01-29,2024-01-31,J3V2XQ6SY5XTG5479H1
Software Engineer,Fidelity TalentSource LLC,"New York, NY (Onsite)",Contractor,https://www.careerbuilder.com/job/J3S2TZ67K4VX64V9WW7,,On-site,2024-01-29,2024-01-31,J3S2TZ67K4VX64V9WW7
EDI Engineer,"TalentBurst, Inc.","Woodland Hills, CA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3Q2J85XSF1H68K2RTX,$55.00 - $58.00/Hour,On-site,2024-01-29,2024-01-31,J3Q2J85XSF1H68K2RTX
Senior Manufacturing Engineer,"TalentBurst, Inc.","Irvine, CA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3N0F96QSX7MXY1GL9M,$40.00 - $60.00/Hour,On-site,2024-01-25,2024-01-31,J3N0F96QSX7MXY1GL9M
R&D Engineer II,"TalentBurst, Inc.","Santa Ana, CA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3V6617386GNWF370Q3,$40.00 - $48.00/Hour,On-site,2024-01-23,2024-01-31,J3V6617386GNWF370Q3
Data Platform Engineer,Genesis10,"Warren, NJ (Onsite)",Contractor,https://www.careerbuilder.com/job/J3S2BM6BNSQPGQN658F,,On-site,2024-01-29,2024-01-31,J3S2BM6BNSQPGQN658F
Tier III O&M Network Engineer,Innova Solutions,"Chantilly, VA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3S20G60SQW3PMR2Z76,$78.00 - $88.00/Hour,On-site,2024-01-19,2024-01-31,J3S20G60SQW3PMR2Z76
Sr Software Engineer-CAE USA,Innova Solutions,"Arlington, TX (Onsite)",Contractor,https://www.careerbuilder.com/job/J3R2B46P64JR5Y50SYP,,On-site,2024-01-03,2024-01-31,J3R2B46P64JR5Y50SYP
Senior Quality Engineer (DOD Project),Johnson Service Group,"Ogden, UT (Onsite)",Contractor,https://www.careerbuilder.com/job/J2V41G6V9B869N9CNN8,$80.00 - $85.00/Hour,On-site,2024-01-27,2024-01-31,J2V41G6V9B869N9CNN8
Senior Electrical Engineer (DOD Project),Johnson Service Group,"Ogden, UT (Onsite)",Contractor,https://www.careerbuilder.com/job/JCL114767457ZFKNRBS,$80.00 - $85.00/Hour,On-site,2024-01-22,2024-01-31,JCL114767457ZFKNRBS
Senior Systems Engineer (PE) (DOD Project Site),Johnson Service Group,"Ogden, UT (Onsite)",Contractor,https://www.careerbuilder.com/job/JCM6CH6BXC4PJH8TRMX,$80.00 - $85.00/Hour,On-site,2024-01-20,2024-01-31,JCM6CH6BXC4PJH8TRMX
"Sr. Software Engineer / Robotics (C++, Python, PyQt)",Pioneer Data Systems Inc,"Redwood City, CA (Onsite)",Contractor,https://www.careerbuilder.com/job/JD75JF78W9ZTJWYD9WD,,On-site,2024-01-26,2024-01-31,JD75JF78W9ZTJWYD9WD
Validation Engineer I / Pharma Industry,Pioneer Data Systems Inc,"Davie, FL (Onsite)",Contractor,https://www.careerbuilder.com/job/J2N3L06N2HF3WJ0S9CB,,On-site,2024-01-12,2024-01-31,J2N3L06N2HF3WJ0S9CB
"Sr. Software Engineer / Robotics (C++, Python, PyQt)",Pioneer Data Systems Inc,"Redwood City, CA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3S8GB71DS1S50SBV8D,,On-site,2024-01-27,2024-01-31,J3S8GB71DS1S50SBV8D
Circuit Card Design Engineer,Butler Aerospace and Defense,"Grand Prairie, TX (Onsite)",Contractor,https://www.careerbuilder.com/job/J3Q8FM6JQW2C514ZR8P,,On-site,2024-01-26,2024-01-31,J3Q8FM6JQW2C514ZR8P
Reliability Engineer,Butler Aerospace and Defense,"Grand Prairie, TX (Onsite)",Contractor,https://www.careerbuilder.com/job/J3P4MY68CZJ8PQNH171,,On-site,2024-01-25,2024-01-31,J3P4MY68CZJ8PQNH171
Mechanical Design Engineer,Butler Aerospace and Defense,"Mukilteo, WA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3V04Z6WBW1MDVVZSRW,,On-site,2024-01-18,2024-01-31,J3V04Z6WBW1MDVVZSRW
Technology consultant,Innova Solutions,"San Francisco, CA (Remote)",Contractor,https://www.careerbuilder.com/job/J3R18C79CP3LTF1NYBB,$61.00 - $70.00/Hour,Remote,2024-01-30,2024-01-31,J3R18C79CP3LTF1NYBB
Manager of Accounts Receivable Analysis,"TalentBurst, Inc.","Philadelphia, PA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3Q04Y6S5RPW9D2CK73,$35.00 - $40.00/Hour,On-site,2024-01-02,2024-01-31,J3Q04Y6S5RPW9D2CK73
Senior Cloud Engineer,Genesis10,"Franklin, WI (Onsite)",Contractor,https://www.careerbuilder.com/job/J3N0TR5YBGNRD2PD6RS,,On-site,2024-01-23,2024-01-31,J3N0TR5YBGNRD2PD6RS
Royalty Analyst,Yoh,"San Mateo, CA (Onsite)",Contractor,https://www.careerbuilder.com/job/J3Q4JV6Z861XMDVXRFX,,On-site,2024-01-19,2024-01-31,J3Q4JV6Z861XMDVXRFX
Quality Assurance Analyst,TALENT Software Services,"Saint Paul, MN (Onsite)",Contractor,https://www.careerbuilder.com/job/J3S70Q626F8F1P1TJ7T,$55.00 - $60.00/Hour,On-site,2024-01-24,2024-01-31,J3S70Q626F8F1P1TJ7T
Quality Assurance Analyst,TALENT Software Services,"Saint Paul, MN (Onsite)",Contractor,https://www.careerbuilder.com/job/J3S1GL761NV5D1PJ0S8,$60.00 - $65.00/Hour,On-site,2024-01-12,2024-01-31,J3S1GL761NV5D1PJ0S8
Business Analyst,TALENT Software Services,"Saint Paul, MN (Onsite)",Contractor,https://www.careerbuilder.com/job/J3S29L6W6L43XQ77X96,$55.00 - $65.00/Hour,On-site,2024-01-12,2024-01-31,J3S29L6W6L43XQ77X96
